SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
8410429,Glasgow City,Local Authority,Ashpark Primary School,75 Kyleakin Road,,GLASGOW,G46 8DQ,headteacher@ashpark-pri.glasgow.sch.uk,0141 638 6135,Primary,.,.,276,.,.,18.2,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,85 - <90%
1003135,Glasgow City,Local Authority,Ashton Secondary School,100 Avenue End Road,,GLASGOW,G33 3SW,headteacher@ashton-sec.glasgow.sch.uk,0141 774 3428,.,.,Special,.,.,94,.,.,25.8,Large urban areas,Large urban areas,Non-denominational,>20%,55 - <60%
8280347,North Ayrshire,Independent,Aspire Education (Kilbirnie),1a Bridgend,Kilbirnie,,KA25 7DJ,emccaffrey@hotmail.co.uk,0141 580 0863,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Accessible small towns,Accessible small towns,Non-denominational,N/A,N/A
5552729,East Lothian,Local Authority,Athelstaneford Primary School,Athelstaneford,North Berwick,EAST LOTHIAN,EH39 5BE,athelstaneford.ps@athelstaneford.elcschool.org.uk,01620 880241,Primary,.,.,55,.,.,4.41,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5249821,Aberdeenshire,Local Authority,Auchenblae School,Auchenblae,Fordoun,KINCARDINESHIRE,AB30 1WQ,auchenblae.sch@aberdeenshire.gov.uk,01561 320249,Primary,.,.,103,.,.,6.8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5915023,Dumfries & Galloway,Local Authority,Auchencairn School,Auchencairn,Castle Douglas,,DG7 1QU,gw08officeauchencair@ea.dumgal.sch.uk,01556 640236,Primary,.,.,35,.,.,2.58,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
8545227,South Lanarkshire,Local Authority,Auchengray Primary School,Auchengray Road,,CARNWATH,ML11 8LN,office@auchengray-pri.s-lanark.sch.uk,01501 785245,Primary,.,.,18,.,.,1.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
8216134,North Ayrshire,Local Authority,Auchenharvie Academy,Saltcoats Road,,STEVENSTON,KA20 3JW,auchenharvie@ea.n-ayrshire.sch.uk,01294 605156,.,Secondary,.,.,650,.,.,60.5,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,65 - <70%
8622620,Renfrewshire,Local Authority,Auchenlodment Primary School,Aspen Place,Johnstone,,PA5 9QQ,auchenlodmentenquiries@renfrewshire.gov.uk,01505 321464,Primary,.,.,189,.,.,12.6,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,35 - <40%
8243131,East Ayrshire,Local Authority,Auchinleck Academy,Sorn Road,Auchinleck,,KA18 2LY,martin.robertson@east-ayrshire.gov.uk,01290 420617,.,Secondary,.,.,843,.,.,68.7,.,Remote small towns,Remote small towns,Non-denominational,0 - <5%,35 - <40%
8240620,East Ayrshire,Local Authority,Auchinleck Primary School,Dalsalloch Road,Auchinleck,,KA18 2BU,jacqueline.hanlon@east-ayrshire.gov.uk,01290 420504,Primary,.,.,222,.,.,14.18,.,.,Remote small towns,Remote small towns,Non-denominational,0 - <5%,70 - <75%
8340129,North Lanarkshire,Local Authority,Auchinloch Primary School,Forth Avenue,Auchinloch,KIRKINTILLOCH,G66 5DU,ht@auchinloch.n-lanark.sch.uk,01236 794824,Primary,.,.,93,.,.,6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,*
8520224,South Lanarkshire,Local Authority,Auchinraith Primary School,Victoria Street,Blantyre,,G72 0BF,office@auchinraith-ps.s-lanark.sch.uk,01698 823286,Primary,.,.,266,.,.,21.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,70 - <75%
5406439,Fife,Local Authority,Auchmuty High School,Dovecot Road,Glenrothes,,KY7 5JL,Auchmutyhs.enquiries@fife.gov.uk,01592 583401,.,Secondary,.,.,1283,.,.,95.4,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,15 - <20%
5215420,Aberdeenshire,Local Authority,Auchnagatt School,Auchnagatt,Ellon,ABERDEENSHIRE,AB41 8TF,auchnagatt.sch@aberdeenshire.gov.uk,01358 701256,Primary,.,.,49,.,.,3.65,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5225922,Aberdeenshire,Local Authority,Auchterellon School,Millwood Road,Ellon,ABERDEENSHIRE,AB41 9FA,auchterellon.sch@aberdeenshire.gov.uk,01358 720863,Primary,.,.,361,.,.,19.47,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,0%
5340829,Perth & Kinross,Local Authority,Auchtergaven Primary School,Prieston Road,Bankfoot,PERTH,PH1 4DE,auchtergaven@pkc.gov.uk,01738 459510,Primary,.,.,103,.,.,7.02,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5320127,Angus,Local Authority,Auchterhouse Primary School,Kirkton of Auchterhouse,Dundee,,DD3 0QS,Auchterhouse@angusschools.org.uk,01382 536666,Primary,.,.,29,.,.,2.93,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
5215528,Aberdeenshire,Local Authority,Auchterless School,Auchterless,Turriff,ABERDEENSHIRE,AB53 8BA,auchterless.sch@aberdeenshire.gov.uk,01888 511221,Primary,.,.,37,.,.,3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5420423,Fife,Local Authority,Auchtermuchty Primary School,Back Dykes,Auchtermuchty,CUPAR,KY14 7AB,auchtermuchtyps.enquiries@fife.gov.uk,01334 659448,Primary,.,.,175,.,.,9.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
5400929,Fife,Local Authority,Auchtertool Primary School,Main Street,Auchtertool,KIRKCALDY,KY2 5XW,auchtertoolps.enquiries@fife.gov.uk,01592 583441,Primary,.,.,37,.,.,4.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,*
5128625,Highland,Local Authority,Auchtertyre Primary,Auchtertyre,Balmacara,KYLE OF LOCHALSH,IV40 8EG,auchtertyre.primary@highland.gov.uk,01599 566209,Primary,.,.,64,.,.,3.83,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5152526,Highland,Local Authority,Auldearn Primary School,Manse Road,Auldearn,NAIRN,IV12 5SX,auldearn.primary@highland.gov.uk,01667 452118,Primary,.,.,179,.,.,9.51,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8530025,South Lanarkshire,Local Authority,Auldhouse Primary School,Auldhouse,East Kilbride,,G75 9DT,office@auldhouse-ps.s-lanark.sch.uk,01355 263200,Primary,.,.,46,.,.,4.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8420122,Glasgow City,Local Authority,Aultmore Park Primary School,50 Newhills Road,,GLASGOW,G33 4HH,headteacher@aultmorepark-pri.glasgow.sch.uk,0141 771 7221,Primary,.,.,304,.,.,26.6,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,95% or more
8411123,Glasgow City,Local Authority,Avenue End Primary School,290 Mossvale Road,,GLASGOW,G33 5NY,headteacher@avenueend-pri.glasgow.sch.uk,0141 774 9454,Primary,.,.,285,.,.,17.7,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,70 - <75%
5145228,Highland,Local Authority,Aviemore Primary School,Muirton,Aviemore,,PH22 1SF,aviemore.primary@highland.gov.uk,01479 813120,Primary,.,.,268,.,.,17.4,.,.,Remote small towns,Remote small towns,Non-denominational,10 - <20%,0%
5113423,Highland,Local Authority,Avoch Primary School,Avoch,,,IV9 8PS,avoch.primary@highland.gov.uk,01381 620369,Primary,.,.,273,.,.,14.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5740320,Falkirk,Local Authority,Avonbridge Primary School,Main Street,Avonbridge,FALKIRK,FK1 2NG,avonbridgeprimaryschool@falkirk.gov.uk,01324 861247,Primary,.,.,40,.,.,3.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
8235538,South Ayrshire,Local Authority,Ayr Academy,7 Fort Street,Ayr,,KA7 1HX,ayr.mail@south-ayrshire.gov.uk,01292 612028,.,Secondary,.,.,485,.,.,43.9,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,45 - <50%
5645026,Scottish Borders,Local Authority,Ayton Primary School,Eyemouth,Berwickshire,,TD14 5QZ,aytonps@scotborders.gov.uk,01890 781350,Primary,.,.,61,.,.,4.26,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
1070169,Aberdeenshire,Independent,Bachlaw Learning Centre,Upper Seaview,Glenbarry,CORNHILL,AB45 2HJ,admin@bachlawprojects.co.uk,01466 771395,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Remote rural areas,Remote rural areas,Non-denominational,N/A,N/A
6232531,Na h-Eileanan Siar,Local Authority,Back School,Back,Lewis,,HS2 0LB,backschool@gnes.net,01851 820230,Primary,.,.,108,.,.,9.47,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5113520,Highland,Local Authority,Badcaul Primary School,Dundonnell,Garve,,IV23 2QY,badcaul.primary@highland.gob.uk,01854 633265,Primary,.,.,5,.,.,1.61,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5742129,Falkirk,Local Authority,Bainsford Primary School,Waverley Street,Bainsford,FALKIRK,FK2 7NW,bainsfordprimaryschool@falkirk.gov.uk,01324 508530,Primary,.,.,197,.,.,11.4,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,50 - <55%
8359229,North Lanarkshire,Local Authority,Baird Memorial Primary School,6 Avonhead Road,Condorrat,CUMBERNAULD,G67 4RA,ht@baird.n-lanark.sch.uk,01236 632096,Primary,.,.,150,.,.,8.5,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
5504929,West Lothian,Local Authority,Balbardie Primary School,Torphichen Street,Bathgate,WEST LOTHIAN,EH48 4HL,wlbalbardie-ps@westlothian.org.uk,01506 652155,Primary,.,.,419,.,.,26.71,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,15 - <20%
5340926,Perth & Kinross,Local Authority,Balbeggie Primary School,Main Street,Balbeggie,PERTH,PH2 6EZ,Balbeggie@pkc.gov.uk,01738 454490,Primary,.,.,59,.,.,5.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5401127,Fife,Local Authority,Balcurvie Primary School,Balcurvie Road,Windygates,LEVEN,KY8 5DY,Balcurvieps.enquiries@fife.gov.uk,01334 659449,Primary,.,.,143,.,.,8.3,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,5 - <10%
8350027,East Dunbartonshire,Local Authority,Baldernock Primary School,Balmore,Torrance,NR GLASGOW,G64 4AS,office@baldernock.e-dunbarton.sch.uk,01360 620317,Primary,.,.,52,.,.,5.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5331137,Dundee City,Local Authority,Baldragon Academy,Burn Street,Dundee,,DD3 0LB,baldragon@dundeecity.gov.uk,01382 436170,.,Secondary,.,.,803,.,.,70.1,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,50 - <55%
5541638,Edinburgh City,Local Authority,Balerno Community High School,5 Bridge Road,Balerno,EDINBURGH,EH14 7AQ,admin@balernochs.edin.sch.uk,0131 477 7788,.,Secondary,.,.,734,.,.,54.64,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5726034,Stirling,Local Authority,Balfron High School,Roman Road,Balfron,,G63 0PW,balfronhs@stirling.gov.uk,01360 440469,.,Secondary,.,.,848,.,.,64.2,.,Remote rural areas,Remote rural areas,Non-denominational,5 - <10%,0 - <5%
5722527,Stirling,Local Authority,Balfron Primary School,Moor Road,Balfron,,G63 0PD,balfps@stirling.gov.uk,01360 440027,Primary,.,.,226,.,.,14.4,.,.,Remote rural areas,Remote rural areas,Non-denominational,10 - <20%,0%
5521025,Edinburgh City,Local Authority,Balgreen Primary School,171 Balgreen Road,Edinburgh,,EH11 3AT,admin@balgreen.edin.sch.uk,0131 337 6066,Primary,.,.,358,.,.,20.38,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,25 - <30%
5347327,Perth & Kinross,Local Authority,Balhousie Primary School,Dunkeld Road,Perth,,PH1 5DH,balhousie@pkc.gov.uk,01738 472222,Primary,.,.,117,.,.,7.12,.,.,Other urban areas,Other urban areas,Non-denominational,>20%,25 - <30%
8324123,East Dunbartonshire,Local Authority,Baljaffray Primary School,Grampian Way,Bearsden,,G61 4RA,office@baljaffray.e-dunbarton.sch.uk,0141 955 2241,Primary,.,.,285,.,.,16.4,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5130328,Highland,Local Authority,Ballachulish Primary School,Ballachulish,,,PH49 4JQ,ballachulish.primary@highland.gov.uk,01855 811373,Primary,.,.,50,.,.,3.9,.,.,Remote rural areas,Remote rural areas,Non-denominational,10 - <20%,0%
8232229,South Ayrshire,Local Authority,Ballantrae Primary School,4 Shellknowe,Ballantrae,GIRVAN,KA26 0NH,ballantrae.mail@south-ayrshire.gov.uk,01465 716803,Primary,.,.,49,.,.,4.4,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5256224,Aberdeenshire,Local Authority,Ballater School,Monaltrie Crescent,Ballater,ABERDEENSHIRE,AB35 5RN,ballater.sch@aberdeenshire.gov.uk,013397 55419,Primary,.,.,80,.,.,5.4,.,.,Remote rural areas,Very Remote Rural,Non-denominational,5 - <10%,0%
5781043,Stirling,Independent,Ballikinrain Residential School,Fintry Road,Balfron,BY GLASGOW,G63 0LL,ballinkinrain@crossreach.org.uk,01360 440244,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Remote rural areas,Remote rural areas,Non-denominational,N/A,N/A
5137721,Highland,Local Authority,Balloch Primary,Culloden Road,Balloch,INVERNESS,IV2 7HQ,balloch.primary@highland.gov.uk,01463 790287,Primary,.,.,221,.,.,11.2,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
1004581,West Dunbartonshire,Local Authority,Balloch Primary School,Balloch Campus,Carrochan Road,BALLOCH,G83 8FA,SchoolOffice.BallochPrimarySchool@west-dunbarton.gov.uk,01389 773951,Primary,.,.,300,.,.,17.8,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,55 - <60%
5321220,Dundee City,Local Authority,Ballumbie Primary School,70 Lothian Crescent,Dundee,,DD4 0HU,ballumbie.primary@dundeecity.gov.uk,01382 438617,Primary,.,.,453,.,.,27,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,55 - <60%
8358427,North Lanarkshire,Local Authority,Balmalloch Primary School,Kingsway,Balmalloch,KILSYTH,G65 9UJ,ht@balmalloch.n-lanark.sch.uk,01236 632058,Primary,.,.,336,.,.,18.6,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,10 - <15%
5224225,Aberdeenshire,Local Authority,Balmedie School,Forsyth Road,Balmedie,ABERDEENSHIRE,AB23 8YW,balmedie.sch@aberdeenshire.gov.uk,01358 742474,Primary,.,.,405,.,.,19.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5420520,Fife,Local Authority,Balmerino Primary School,Main Road,Gauldry,NEWPORT-ON-TAY,DD6 8RP,balmerinops.enquiries@fife.gov.uk,01334 659450,Primary,.,.,63,.,.,4.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5618320,Scottish Borders,Local Authority,Balmoral Primary School,Balmoral Avenue,Galashiels,,TD1 1JJ,balmoralps@scotborders.gov.uk,01896 753400,Primary,.,.,103,.,.,6.85,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
8340226,East Dunbartonshire,Local Authority,Balmuildy Primary School,Stirling Drive,Bishopbriggs,,G64 3AJ,office@balmuildy.e-dunbarton.sch.uk,0141 955 2276,Primary,.,.,378,.,.,19.1,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,5 - <10%
5420628,Fife,Local Authority,Balmullo Primary School,Hayston Park,Balmullo,LEUCHARS ST ANDREWS,KY16 0DH,balmullops.enquiries@fife.gov.uk,01334 659451,Primary,.,.,111,.,.,7.65,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5381649,Perth & Kinross,Independent,Balnacraig School,Fairmount Terrace,Perth,,PH2 7AR,admin@balnacraig.net,01738 636456,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
5137829,Highland,Local Authority,Balnain Primary School,Inverness,,,IV63 6TJ,balnain.primary@highland.gov.uk,01456 476262,Primary,.,.,29,.,.,2.6,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
8405921,Glasgow City,Local Authority,Balornock Primary School,422 Broomfield Road,,GLASGOW,G21 3UT,headteacher@balornock-pri.glasgow.sch.uk,0141 558 5224,Primary,.,.,291,.,.,20.2,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,90 - <95%
6103138,Shetland Islands,Local Authority,Baltasound Junior High School,Baltasound,Unst,SHETLAND,ZE2 9DY,baltasound@shetland.gov.uk,01595 807020,Primary,Secondary,.,43,24,.,2.15,5.5,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5406838,Fife,Local Authority,Balwearie High School,Balwearie Gardens,Kirkcaldy,,KY2 5LY,balweariehs.enquiries@fife.gov.uk,01592 583402,.,Secondary,.,.,1612,.,.,116.2,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,20 - <25%
5133424,Highland,Local Authority,Banavie Primary School,Tomonie,Fort William,,PH33 7LX,banavie.primary@highland.gov.uk,01397 772402,Primary,.,.,129,.,.,6.29,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
5251834,Aberdeenshire,Local Authority,Banchory Academy,Schoolhill,Banchory,KINCARDINESHIRE,AB31 5TQ,banchory.aca@aberdeenshire.gov.uk,01330 823357,.,Secondary,.,.,817,.,.,66.9,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0%
5257824,Aberdeenshire,Local Authority,Banchory Primary School,Arbeadie Road,Banchory,KINCARDINESHIRE,AB31 4EH,banchory.sch@aberdeenshire.gov.uk,01330 700370,Primary,.,.,409,.,.,26.2,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,0%
5702127,Clackmannanshire,Local Authority,Banchory Primary School,Alloa Road,Tullibody,,FK10 2TF,banchory@edu.clacks.gov.uk,01259 722606,Primary,.,.,158,.,.,11.05,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,65 - <70%
5249023,Aberdeenshire,Local Authority,Banchory-Devenick School,Banchory-Devenick,Aberdeen,,AB12 5XQ,banchorydev.sch@aberdeenshire.gov.uk,01224 875237,Primary,.,.,34,.,.,1.86,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5213231,Aberdeenshire,Local Authority,Banff Academy,Bellevue Road,Banff,ABERDEENSHIRE,AB45 1BY,banff.aca@aberdeenshire.gov.uk,01261 812591,.,Secondary,.,.,808,.,.,69.4,.,Remote small towns,Remote small towns,Non-denominational,5 - <10%,0%
5212324,Aberdeenshire,Local Authority,Banff Primary School,Academy Drive,Banff,ABERDEENSHIRE,AB45 1BL,banff.sch@aberdeenshire.gov.uk,01261 813100,Primary,.,.,347,.,.,21.2,.,.,Remote small towns,Remote small towns,Non-denominational,10 - <20%,0%
8406022,Glasgow City,Local Authority,Bankhead Primary School,66 Caldwell Avenue,Knightswood,GLASGOW,G13 3AS,headteacher@bankhead-pri.glasgow.sch.uk,0141 959 3531,Primary,.,.,384,.,.,25.4,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,65 - <70%
8456720,South Lanarkshire,Local Authority,Bankhead Primary School,Bankhead Road,,RUTHERGLEN,G73 2BQ,office@bankhead-pri.s-lanark.sch.uk,0141 6476967,Primary,.,.,333,.,.,17.8,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,25 - <30%
5740428,Falkirk,Local Authority,Bankier Primary School,Bankier Road,Banknock,BONNYBRIDGE,FK4 1TF,bankierprimaryschool@falkirk.gov.uk,01324 840206,Primary,.,.,195,.,.,12.4,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0%
5502721,West Lothian,Local Authority,Bankton Primary School,Kenilworth Rise,Dedridge,LIVINGSTON,EH54 6JL,wlbankton-ps@westlothian.org.uk,01506 413001,Primary,.,.,301,.,.,14.62,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,10 - <15%
8458138,Glasgow City,Local Authority,Bannerman High School,119 Glasgow Road,,GLASGOW,G69 7NS,headteacher@bannermanhigh.glasgow.sch.uk,0141 582 0020,.,Secondary,.,.,1163,.,.,93.9,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,35 - <40%
5726131,Stirling,Local Authority,Bannockburn High School,Bannockburn Road,Bannockburn,STIRLING,FK7 0HQ,bannockburnhs@stirling.gov.uk,01786 813519,.,Secondary,.,.,604,.,.,47.9,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,20 - <25%
5723124,Stirling,Local Authority,Bannockburn Primary School,Quakerfield,Bannockburn,,FK7 8JA,bannps@stirling.gov.uk,01786 813274,Primary,.,.,324,.,.,21.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,10 - <15%
5742226,Falkirk,Local Authority,Bantaskin Primary School,Bantaskine Road,Falkirk,,FK1 5HT,bantaskinprimaryschool@falkirk.gov.uk,01324 508500,Primary,.,.,302,.,.,17.7,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
8358028,North Lanarkshire,Local Authority,Banton Primary School,Lammerknowes Road,Banton,KILSYTH,G65 0QT,ht@banton.n-lanark.sch.uk,01236 856491,Primary,.,.,42,.,.,3.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8235228,South Ayrshire,Local Authority,Barassie Primary School,30 Burnfoot Avenue,Troon,,KA10 6RQ,barassie.mail@south-ayrshire.gov.uk,01292 690072,Primary,.,.,227,.,.,13.9,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,15 - <20%
