"","PEB","educ","hhincome","Dem","Rep","female","Ideology","age","urban","public","private","NEP","CNS","environmentalist","enviro.move","age.1","act.org","cand","money.org","cont.off","cont.bus","petition","meeting","product","water","buycott","recycle","energy","stocks","nep1","nep2_r","nep3","nep4_r","nep5","nep6_r","nep7","nep8_r","nep9","nep10_r","nep11","nep12_r","nep13","nep14_r","nep15","cns1","cns2","cns3","cns4_r","cns5","cns6","cns7","cns8","cns9","cns10","cns11","cns12_r","cns13","cns14_r","mes1_r","mes_2","mes_3","mes_4","mes_5","mes_6","mes_7","mes8_r","mes_9","mes10_r","mes_11","mes_12","mes_13","mes_14","mes_15","mes_16","mes_17","mes_18","mes_19","mes_20","mes_21","mes22_r","mes23_r","mes_24","mes_25","mes_26","mes27_r","MES"
"65",6,3,3,1,0,0,3,71,2,1,5,4.06666666666667,3.5,0,3,71,0,1,0,0,0,0,0,1,1,1,1,1,0,2,2,2,4,1,2,2,1,1,1,3,2,1,4,1,4,3,2,2,2,2,2,2,2,1,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6,3,5,0,1,1,7,55,3,1,5,4.13333333333333,4.28571428571429,1,4,55,0,0,1,0,0,0,0,1,1,1,1,1,0,2,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,3,2,1,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4.81481481481481
"67",7,3,1,1,0,1,4,26,3,2,5,3.53333333333333,3.5,0,3,26,0,1,0,0,0,1,0,1,1,1,1,1,0,2,3,3,3,2,4,1,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,2,3,3,4,4,4,5,4,4,5,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,3,5,3,4,3,3.96296296296296
"68",6,3,8,1,0,1,3,20,2,2,4,3.26666666666667,2.35714285714286,0,3,20,0,1,0,0,0,1,0,1,1,1,1,0,0,2,3,1,4,2,4,3,4,2,3,2,3,2,4,2,4,4,4,2,4,4,4,4,4,4,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3.88888888888889
"69",6,4,7,1,0,0,7,56,3,2,4,3.8,3,0,3,56,0,0,1,0,0,1,0,1,1,0,1,1,0,1,3,1,3,1,3,1,3,1,5,1,5,1,3,1,3,3,1,5,3,3,3,3,3,3,3,3,3,3,5,1,3,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,4.40740740740741
"70",3,3,8,0,1,0,5,54,2,0,3,3.93333333333333,3.64285714285714,0,2,54,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,2,2,5,2,1,1,3,4,2,1,1,3,1,2,1,2,5,2,1,2,3,2,4,3,1,4,4,1,4,4,5,4,4,4,2,5,5,3,5,4,3,4,4,4,4,3,4,5,1,5,3,2,2,3.62962962962963
"71",4,1,1,0,1,0,4,23,3,1,2,3,3.35714285714286,0,2,23,0,0,0,1,0,0,0,1,1,0,0,0,1,4,2,2,3,2,4,2,3,3,3,4,3,1,4,5,1,2,3,2,5,4,3,2,1,2,3,2,5,2,2,3,4,4,5,4,3,3,2,2,4,3,4,5,3,3,3,4,4,4,5,2,1,3,2,4,1,3.22222222222222
"72",0,5,1,1,0,0,4,32,2,0,0,3.26666666666667,3.42857142857143,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,3,5,3,3,1,2,2,3,2,3,2,3,2,2,3,3,4,2,2,3,2,2,3,2,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,4,3,3.55555555555556
"73",7,3,8,0,1,1,3,29,2,3,4,3.06666666666667,3.57142857142857,0,3,29,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4,2,4,1,5,2,3,3,4,2,5,1,5,2,2,2,2,4,1,1,2,2,2,2,3,4,2,5,2,3,5,5,4,4,4,1,4,2,4,3,4,4,4,4,3,5,5,4,4,2,2,5,5,4,2,3.62962962962963
"74",8,4,3,0,1,1,7,28,2,3,5,3.26666666666667,3.42857142857143,0,3,28,0,1,0,0,0,1,1,1,1,1,1,1,0,4,3,4,3,1,4,2,4,2,2,3,4,2,1,2,2,3,2,3,2,2,3,2,2,2,2,4,3,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3.81481481481481
"75",5,5,1,0,1,0,4,24,2,3,1,2.8,3,0,2,24,1,0,0,1,0,0,1,0,0,0,1,0,1,3,2,2,5,3,4,1,3,2,5,2,5,3,4,4,3,4,2,5,3,2,4,3,1,3,4,3,2,3,3,2,4,5,3,4,2,3,4,3,5,4,3,4,3,4,2,4,5,3,4,4,5,3,4,3,1,3.48148148148148
"76",9,2,5,1,0,0,7,33,2,5,3,3.06666666666667,3.07142857142857,1,1,33,1,1,1,1,0,1,0,1,0,0,1,1,1,2,3,4,3,4,3,4,1,4,2,3,3,3,3,2,2,2,3,4,3,2,4,3,2,2,3,4,4,3,2,4,3,4,3,4,4,2,4,3,2,4,4,5,4,4,5,4,5,5,3,2,1,5,5,5,1,3.59259259259259
"77",4,4,5,0,1,1,7,68,3,0,4,3.06666666666667,3.42857142857143,0,2,68,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,2,3,2,4,2,4,2,4,2,4,2,4,3,2,2,2,3,3,3,2,2,2,2,3,4,3,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,2,4,4,3,2,3.40740740740741
"78",6,3,7,0,1,1,5,19,2,1,5,4.6,4.14285714285714,1,3,19,0,1,0,0,0,0,0,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,2,1,4,1,1,1,2,2,1,1,2,2,1,1,2,2,2,4,2,2,5,4,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4.77777777777778
"79",5,5,7,1,0,1,4,78,2,0,5,3.73333333333333,3.57142857142857,0,3,78,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,1,2,2,4,2,2,1,2,3,3,1,4,2,2,3,2,2,3,1,2,1,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,3,5,4,4,4,4.22222222222222
"80",2,5,1,0,1,0,5,31,2,0,2,3.93333333333333,3,0,3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,2,2,4,1,2,2,1,3,5,2,1,1,4,3,1,2,4,2,3,3,4,5,4,2,3,2,5,3,5,4,5,5,4,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3,3,5,3,4.40740740740741
"81",7,6,8,1,0,0,2,24,2,2,5,3.53333333333333,3.35714285714286,0,3,24,0,0,0,1,0,1,0,1,1,1,1,1,0,2,3,3,4,1,4,1,2,2,3,2,2,2,3,3,3,2,2,4,2,2,2,2,3,3,3,3,2,4,3,4,4,4,4,3,4,2,3,3,3,4,3,4,4,4,4,3,4,4,4,2,2,3,4,3,3,3.40740740740741
"82",4,2,8,0,1,1,4,22,1,0,4,3.8,3.5,0,3,22,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,2,2,1,4,1,3,2,2,2,3,2,4,1,3,3,2,2,2,2,3,2,2,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.96296296296296
"83",9,5,5,1,0,1,4,31,2,4,5,3.13333333333333,3.64285714285714,0,2,31,1,1,1,0,0,0,1,1,1,1,1,1,0,2,4,2,3,2,4,2,4,2,4,2,4,2,4,2,2,2,2,3,2,2,2,2,2,2,2,4,2,4,2,4,4,4,5,5,5,3,4,4,4,4,5,5,5,4,4,5,5,5,5,4,3,4,4,4,2,4.14814814814815
"84",1,2,2,0,1,1,6,76,3,0,1,3.13333333333333,2.64285714285714,0,1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,3,3,3,2,2,2,3,3,4,2,3,4,4,3,2,2,3,4,4,3,4,4,4,3,4,3,3,2,4,4,4,3,3,4,3,3,4,4,4,4,4,2,3,3,3,3,4,3,3,2,2,3,3,3.22222222222222
"85",6,2,1,1,0,1,1,25,3,1,5,4.8,4.21428571428571,1,3,25,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,2,2,2,1,1,4,1,2,5,4,4,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4.7037037037037
"86",5,3,5,1,0,1,3,31,2,4,1,3.06666666666667,3.35714285714286,0,3,31,0,1,1,0,1,0,1,0,0,0,1,0,0,4,3,3,3,4,4,1,3,2,4,2,4,2,3,2,3,3,2,3,2,2,2,2,2,2,3,4,3,4,4,3,4,4,5,4,5,2,4,2,5,4,4,3,3,4,4,5,4,3,3,1,2,3,3,4,2,3.48148148148148
"87",8,6,5,1,0,0,2,27,3,5,3,3.6,3.64285714285714,1,4,27,1,1,1,0,1,0,1,1,0,0,1,1,0,5,3,1,3,2,5,1,4,2,3,1,1,1,3,1,3,2,1,2,2,2,4,2,4,1,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",6,2,2,1,0,1,4,20,2,2,4,3.53333333333333,3.85714285714286,0,3,20,0,0,1,0,0,1,0,0,1,1,1,1,0,2,3,1,3,1,5,1,4,2,3,2,2,2,4,2,2,3,1,4,3,1,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",6,2,8,0,1,1,4,39,1,1,5,3.66666666666667,3.57142857142857,0,2,39,0,0,0,0,0,1,0,1,1,1,1,1,0,2,2,2,2,2,5,1,2,2,4,2,2,4,1,2,2,3,2,1,3,2,4,2,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0,4,2,1,0,1,4,34,1,0,0,3.4,3,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,4,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,3.55555555555556
"91",12,2,1,0,1,1,4,18,3,7,4,3,3.78571428571429,0,2,18,1,1,1,1,1,1,1,0,1,1,1,1,1,2,5,1,5,1,4,2,5,1,5,1,5,1,4,3,2,2,2,2,1,2,2,2,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",7,2,1,0,1,1,6,27,3,3,4,3.13333333333333,3.92857142857143,0,3,27,1,0,0,1,1,0,0,0,1,1,1,1,0,1,5,1,4,3,5,1,4,1,5,2,3,4,3,1,1,2,1,4,1,4,1,1,1,1,1,3,4,4,5,3,4,4,4,5,5,1,5,1,5,5,5,5,4,4,3,3,4,5,4,2,3,3,4,3,2,3.74074074074074
"93",7,6,1,1,0,0,1,25,2,2,5,4.06666666666667,3.57142857142857,1,3,25,0,0,1,0,1,0,0,1,1,1,1,1,0,3,2,2,3,2,2,2,2,1,1,3,1,2,1,2,2,3,2,2,2,2,2,3,4,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",4,3,3,1,0,1,4,56,2,0,4,4,3.78571428571429,0,2,56,0,0,0,0,0,0,0,0,1,1,1,1,0,3,2,5,3,1,2,1,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",5,4,8,0,1,1,4,43,2,1,4,3.86666666666667,2.64285714285714,0,2,43,0,1,0,0,0,0,0,0,1,1,1,1,0,3,1,1,3,1,4,1,2,2,3,3,4,1,2,1,4,4,3,4,4,2,4,4,3,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",5,4,2,1,0,1,2,41,2,1,4,3.93333333333333,4.28571428571429,0,3,41,0,0,0,0,0,1,0,1,1,1,0,1,0,3,2,1,4,1,4,1,3,1,2,2,2,2,2,1,1,1,1,3,2,1,1,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1,4,8,1,0,0,4,67,2,0,1,3.73333333333333,3.64285714285714,0,2,67,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,2,1,1,5,1,3,4,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",8,4,1,1,0,1,2,18,1,3,5,3.2,3.5,0,4,18,0,1,0,0,0,1,1,1,1,1,1,1,0,2,2,1,4,1,5,4,4,1,3,4,1,4,4,2,4,2,1,2,1,2,5,2,2,4,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",0,2,1,1,0,1,4,38,1,0,0,2.93333333333333,3.14285714285714,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,2,2,2,4,2,3,2,5,3,4,3,3,4,2,3,5,4,3,2,2,2,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",5,2,1,1,0,1,2,32,2,0,5,3.06666666666667,4.07142857142857,1,3,32,0,0,0,0,0,0,0,1,1,1,1,1,0,2,4,2,5,2,5,1,4,1,4,4,2,2,4,2,1,2,1,4,2,1,1,1,2,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",7,6,4,1,0,1,1,48,3,2,5,3.86666666666667,3.21428571428571,1,3,48,0,1,0,0,0,1,0,1,1,1,1,1,0,3,2,1,3,2,4,1,1,2,1,2,2,3,3,2,3,3,2,2,2,3,4,3,3,3,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",6,6,8,0,1,0,5,37,2,1,5,2.93333333333333,3.35714285714286,0,3,37,0,0,0,0,0,1,0,1,1,1,1,1,0,4,4,3,4,3,4,2,2,2,2,3,4,2,4,3,3,2,2,2,2,3,3,3,3,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",5,3,5,1,0,0,2,63,2,2,3,3.8,3.14285714285714,1,3,63,0,1,0,0,0,1,0,0,1,0,1,1,0,3,2,1,3,1,5,4,2,1,1,2,4,1,2,1,4,3,2,4,4,4,3,2,2,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1,2,6,1,0,0,1,35,3,0,1,2.66666666666667,3.5,0,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,4,5,1,5,1,5,1,4,5,4,2,4,3,4,2,2,2,2,2,1,2,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",11,1,6,1,0,0,4,23,3,7,3,3.06666666666667,3.5,1,2,23,1,1,1,1,1,1,1,1,1,0,0,1,1,2,4,3,4,1,4,3,3,3,4,1,4,2,4,2,2,2,2,4,2,2,2,2,3,2,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",6,5,2,1,0,0,2,69,3,1,5,4.46666666666667,3.78571428571429,1,3,69,0,1,0,0,0,0,0,1,1,1,1,1,0,1,3,1,3,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0,2,1,0,1,1,4,39,2,0,0,4.13333333333333,4,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1,3,1,0,1,0,4,66,3,0,1,4.53333333333333,2.57142857142857,0,3,66,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,1,2,1,1,1,1,2,3,2,1,3,3,3,4,4,4,4,3,4,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",6,4,6,1,0,0,4,46,3,1,5,3.4,3.57142857142857,0,3,46,0,1,0,0,0,0,0,1,1,1,1,1,0,1,3,2,3,2,5,1,3,3,3,3,3,2,2,3,3,2,2,4,2,2,2,2,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",11,6,8,1,0,0,3,37,3,5,5,3,3.57142857142857,0,2,37,1,1,1,0,1,0,1,1,1,1,1,1,1,1,5,2,5,1,5,1,5,1,5,1,5,2,5,1,2,3,1,2,2,4,1,2,2,2,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",4,3,6,1,0,1,2,68,2,1,3,3.6,3.14285714285714,0,3,68,0,1,0,0,0,0,0,0,1,0,1,1,0,5,4,1,3,2,2,1,1,2,1,4,2,4,3,1,2,2,2,2,3,3,2,2,3,3,4,4,4,4,2,4,4,5,5,4,5,4,4,4,5,4,5,5,4,4,4,4,4,5,5,5,4,4,3,4,4,4.22222222222222
"112",5,4,3,1,0,0,2,23,3,3,2,3.2,3.85714285714286,0,3,23,1,1,0,0,0,1,0,1,1,0,0,0,0,2,3,1,5,1,5,1,5,1,5,2,5,1,4,1,2,1,2,5,1,1,1,1,2,1,1,5,2,5,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,4,1,4.25925925925926
"113",6,3,3,0,1,1,4,26,3,3,2,3.33333333333333,4.5,1,3,26,0,0,1,0,1,1,0,0,1,0,1,0,1,1,4,1,2,1,4,3,2,1,4,3,5,2,5,2,1,1,1,2,1,1,1,1,1,1,1,5,1,3,5,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.96296296296296
"114",0,2,2,1,0,1,2,31,3,0,0,3.13333333333333,3,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,4,1,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4,3,3,3,3.14814814814815
"115",5,3,7,1,0,1,2,67,1,1,4,3.66666666666667,3.64285714285714,0,2,67,0,0,1,0,0,0,0,1,1,1,0,1,0,2,4,2,1,2,1,2,3,2,2,2,4,2,4,2,3,2,2,2,2,3,2,2,2,2,3,4,2,2,2,5,4,4,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,3,4,5,5,4,3,3,4,4.33333333333333
"116",4,5,2,1,0,0,2,23,2,2,2,3.86666666666667,2.71428571428571,0,2,23,0,0,0,0,0,1,1,0,1,0,1,0,0,1,4,1,1,1,4,1,1,4,1,4,4,2,2,1,3,2,2,2,5,4,4,5,3,2,4,5,3,2,5,5,4,5,5,5,4,5,3,5,2,2,4,5,4,4,4,4,4,2,5,4,5,5,2,5,4,4.11111111111111
"117",6,5,7,1,0,1,4,64,2,2,4,4.2,4.07142857142857,0,3,64,0,1,0,0,0,1,0,0,1,1,1,1,0,1,4,1,2,1,2,1,1,1,2,1,4,1,2,3,1,1,2,2,2,2,2,2,1,2,2,3,4,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,4,3,4,4.62962962962963
"118",2,3,2,1,0,0,4,19,3,1,1,3.26666666666667,2.64285714285714,0,3,19,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,4,2,5,2,3,2,2,4,1,3,2,2,4,3,2,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,5,4,3,2,3,4,4,3.77777777777778
"119",3,3,5,1,0,1,2,21,2,1,2,4,2.85714285714286,0,3,21,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,2,2,1,3,1,3,2,1,2,1,3,2,2,4,3,2,4,1,4,3,4,4,4,3,2,3,3,4,4,4,4,5,4,4,5,3,5,4,3,4,4,4,3,4,3,4,3,5,4,3,2,3,4,3,3.77777777777778
"120",7,3,1,0,1,0,5,71,2,2,5,3,3.64285714285714,0,3,71,0,1,0,0,0,1,0,1,1,1,1,1,0,2,1,5,5,5,4,1,1,5,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.85185185185185
"121",3,5,2,0,1,0,4,49,2,0,3,3.06666666666667,3.64285714285714,0,2,49,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,4,3,5,1,4,1,2,2,5,2,5,4,2,2,2,2,2,3,2,2,2,2,3,4,2,3,2,4,3,4,4,5,4,5,3,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3.96296296296296
"122",1,5,7,1,0,1,2,28,2,0,1,3.06666666666667,3.57142857142857,0,4,28,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2,3,3,0,1,1,6,47,3,0,2,2.86666666666667,3.71428571428571,1,2,47,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,2,4,2,4,2,5,2,4,2,5,2,5,2,2,2,2,4,2,2,2,2,1,2,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",7,4,2,1,0,1,6,21,2,4,2,3.06666666666667,4,0,3,21,1,0,1,1,0,0,1,1,1,0,0,0,1,2,5,1,5,2,3,3,5,1,5,2,4,2,3,1,1,2,1,5,2,1,1,2,1,1,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",10,2,1,0,1,0,6,20,3,4,5,2.73333333333333,3.57142857142857,0,2,20,1,1,0,0,0,1,1,1,1,1,1,1,1,2,4,3,3,2,4,2,4,2,4,4,4,4,4,3,2,3,3,2,2,2,2,2,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",6,3,3,1,0,1,3,20,3,3,3,3.4,3.07142857142857,0,3,20,0,1,1,0,0,1,0,0,1,0,1,1,0,1,3,2,5,1,5,2,5,1,2,3,3,2,3,1,3,2,2,2,4,4,3,2,3,2,2,4,4,4,2,4,5,4,5,4,5,4,3,4,5,4,5,4,3,4,4,4,4,2,5,3,4,4,4,4,2,3.88888888888889
"127",5,5,7,1,0,1,3,27,3,0,5,3.46666666666667,3.21428571428571,0,3,27,0,0,0,0,0,0,0,1,1,1,1,1,0,5,2,5,2,1,4,1,3,5,2,2,1,2,2,1,4,3,2,3,2,3,2,2,4,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",5,2,3,0,1,0,4,67,1,0,5,2.86666666666667,3.14285714285714,0,1,67,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,5,2,4,4,4,1,4,2,4,2,5,3,2,2,2,2,3,3,3,4,3,4,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",3,6,8,0,1,1,4,27,3,0,3,4.13333333333333,3.85714285714286,0,3,27,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",4,5,6,1,0,0,3,57,2,0,4,3,3.64285714285714,0,3,57,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3,2,4,2,5,1,5,1,3,2,5,1,5,3,2,2,2,2,2,3,2,2,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",11,5,7,1,0,1,1,29,3,6,5,2.86666666666667,4.28571428571429,1,4,29,1,1,1,1,1,0,1,1,1,1,1,1,0,2,5,1,5,1,5,1,5,1,5,4,5,1,5,1,1,1,1,3,1,1,1,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
